text,labels
펜트하우스 스위트는 멋진 전망과 고급스러운 인테리어를 자랑합니다.,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 2023년 12월 15일에 중요한 회의가 있습니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마리아 로드리게스는 럭셔리 컬렉션 호텔 & 리조트에서 휴가를 즐기고 있다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2021년 7월 12일에 저는 새로운 프로젝트를 시작했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 9일 더블트리 호텔에서 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
제니퍼 가르시아는 호텔 방에서 안전 금고를 사용했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 9월 23일에 엘리먼트 호텔에서 숙박할 예정입니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 11월 29일에 라마다 호텔에서 회의가 있습니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2026년 2월 12일에 코너 룸에는 선풍기가 준비될 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2029년 9월 13일에 하워드 존슨 호텔에서 친구들과 만나기로 했어요.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
레이첼 베이커는 오늘 서울에 도착했습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
아다지오 호텔에는 장애인용 룸이 마련되어 있어 보다 편리하게 이용하실 수 있습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
사라 에반스는 라나이 룸에서 TV 리모컨을 찾고 있었다.,"[4, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에 도착하면 커피 키트가 제공됩니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
패트리샤 브라운은 3월 13일에 킹 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마크 홀 씨는 한국에서 처음으로 열린 국제 회의에 참석했습니다.,"[4, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
패트리샤 브라운은 햄프턴 바이 힐튼의 프리미엄 룸에 투숙했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에서 제공하는 칫솔은 품질이 매우 좋았습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
라이언 그린이 오늘 서울에 도착했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔 방에는 알람 시계가 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
호텔에 예약된 트윈 룸이 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10]"
브랜든 카터는 2024년 12월 31일에 헤어드라이어를 호텔에서 사용했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 호텔에서 제공하는 목욕 젤을 사용해서 샤워를 했어요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
데이비드 톰슨은 8월 29일에 파노라마 룸에서 미팅을 가질 예정입니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
메간 베일리는 어제 서울에 방문했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
월도프 아스토리아 호텔에서 여름 휴가를 보낼 계획이에요.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조셉 앤더슨은 오늘 서울에 도착했다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에서 식기류를 구비해 두었습니다.,"[10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2028년 5월 27일 마크 홀은 서울을 방문할 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 4, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
10월 13일에 재클린 R. 프렌치는 병따개를 사용하여 더욱 즐거운 시간을 보냈다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
패트리샤 브라운은 래디슨 블루 호텔에서 묵고 있습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
포시즌스 호텔에서 멋진 주말을 보냈어요.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
린다 존슨은 버짓 룸에 머물고 있습니다.,"[4, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 팝업 룸에서 목욕 가운을 사용했다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 쉐라톤 호텔에서 머물고 있어요.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
퀸 룸에는 호텔용 헤어드라이어가 구비되어 있습니다.,"[2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
앰버 미첼은 파노라마 룸에 들어가 알람 시계를 맞췄다.,"[4, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10]"
2028년 7월 8일에 우리는 페어몬트 호텔에서 묵기로 했어요.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
제시카 리는 2024년 5월 22일에 트윈 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"오스틴 리베라씨는 클럽 룸에 묵으며, 종이 타월을 요청했습니다.","[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
하워드 존슨 호텔에서 편안한 숙박을 즐기세요.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
다니엘 마틴은 오늘 서울에 도착했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 8월 4일에 친구와 만나기로 했어요.,"[10, 10, 10, 6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
고급 리조트에서는 오션 뷰 룸을 예약할 수 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
트레블로지의 퀸 룸에는 여러 개의 옷걸이가 준비되어 있습니다.,"[0, 1, 1, 1, 1, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
엘리먼트 호텔에서 하룻밤 묵는 것은 정말 멋진 경험이었습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
홈2 스위트 바이 힐튼에서 편안한 휴식을 즐겼어요.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1월 1일에 아일랜드 스위트에 체크인할 때 방 안에 안전 금고도 있습니다.,"[6, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
2023년 4월 7일 월요일에 중요한 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 11월 29일에 에코노 로지 호텔에 예약을 했습니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호세 힐은 오늘 서울을 방문하여 중요한 회의에 참석할 예정이다.,"[4, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
10월 13일에 중요한 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
와인 잔은 호텔의 중요한 용품 중 하나입니다.,"[8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 스테파니 필립스는 하얏트 호텔에 머물렀습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리사 워커는 2027년 12월 5일에 스카이라인 룸에서 회의를 가질 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
폴 화이트는 11월 5일에 한국을 방문할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2026년 2월 12일 퀸 룸에 면도 크림이 준비되어 있을 것입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 2, 3, 3, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 4월 7일 월요일에 우리는 중요한 회의를 가질 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 10월 20일 수퍼 8 호텔의 풀 뷰 룸을 예약했습니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 린다 존슨은 우산을 호텔 프론트에서 빌렸다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마크 홀은 한국에서 유명한 작가입니다.,"[4, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
르네상스 호텔에서 멋진 주말을 보냈어요.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마리아 로드리게스씨는 윈덤 가든 호텔의 카바나 객실을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
라나이 룸은 멋진 바다 전망을 자랑합니다.,"[2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
래디슨 블루 호텔의 모든 객실에는 헤어드라이어가 구비되어 있습니다.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
이 호텔에는 고급스러운 이그제큐티브 스위트룸이 마련되어 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
제시카 리는 한국에서 유명한 가수이다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 이번 휴가 동안 카바나 방에서 묵기로 했어요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
방 안에 미니 냉장고가 있습니다.,"[10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
"2020년 3월 7일, 포시즌스 호텔에서 휴대하고 있던 지역 지도를 잃어버렸습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔에는 TV 리모컨이 기본적으로 제공됩니다.,"[10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 1월 1일에 우리를 방문할 예정입니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
SLS 호텔에서 멋진 하루를 보냈어요.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로라 넬슨은 5월 25일에 호텔에서 병따개를 사용했습니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
모텔 원에서는 오션 뷰 룸을 예약하실 수 있습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 최근에 빌라에서 살기 시작했어요.,"[10, 10, 10, 10, 10, 10, 10, 2, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
앰버 미첼은 오늘 한국을 방문할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
낸시 앨런은 2월 4일에 중요한 발표를 할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
클라우드 룸은 멋진 전망을 제공합니다.,"[2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
아다지오 호텔에서 수건을 부탁드렸습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희 호텔에는 프리미엄 룸이 준비되어 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔 객실에는 최신형 지역 지도가 제공됩니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
트레블로지 호텔은 여행객들에게 편안한 숙박 환경을 제공합니다.,"[0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
목욕 젤을 호텔 어메니티로 제공했다고 들었어요.,"[8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희 호텔에서 제공하는 펜트하우스 스위트는 최고의 럭셔리와 편안함을 선사합니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
더블트리 호텔에서는 프리미엄 룸을 이용할 수 있습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
10월 20일에 레드 루프 인에서 트윈 룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
웨스틴 호텔에서 11월 11일에 만나요.,"[0, 1, 1, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10]"
리사 워커 씨는 쿼드 룸에서 숙박하면서 스낵바를 이용했습니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔 객실에는 아이스 버킷이 준비되어 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
데이비드 톰슨은 알로프트 호텔에서 전자레인지를 사용했다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
싱글 룸 예약하려고 합니다.,"[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
11월 11일에는 친구와 함께 빵을 먹으러 가기로 했어요.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
메간 베일리는 1월 12일에 서울에 도착할 예정입니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
제시카 리는 모텔 원에서 다리미판을 요청했습니다.,"[4, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
스티브 아담스는 테라스 룸에서 아침을 먹었다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
3월 29일에 중요한 회의가 있습니다.,"[6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2026년 2월 12일에 에코노 로지에서 주니어 스위트를 예약하였습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
스테파니 필립스는 럭셔리 룸에서 편안하게 묵으며 호텔에서 제공한 칫솔을 사용했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 15일 일요일에 모텔 원의 카바나에서 머물기로 했어요.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 11월 27일에 호텔에서 옷걸이를 구매할 예정입니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
그레고리 로버츠 씨는 홈2 스위트 바이 힐튼 호텔에서 샴푸를 사용했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조셉 앤더슨 씨는 스위트룸에서 와인 잔을 사용하고 있습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2024년 12월 31일에는 슈페리어 룸을 예약해 두었습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
에밀리 스튜어트는 크라운 플라자 호텔에서 책상을 사용하고 있다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
메간 베일리 님께서는 1월 9일에 콤팩트 룸을 예약하셨습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2024년 12월 31일에 우리는 특별한 이벤트를 계획하고 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 10월 20일에 친구들과 함께 소풍을 갈 계획입니다.,"[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
